,Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1188,1189,60,RL,68.0,8935,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,831,831,Ex,SBrkr,831,829,1660,0,2,1,3,Gd,7,0,,Attchd,2002.0,RFn,2,493,TA,Y,144,68,0,0,,7,2009,WD,Normal,195000
1189,1190,60,RL,60.0,7500,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,994,994,Gd,SBrkr,1028,776,1804,0,2,1,3,Gd,7,1,TA,Attchd,1999.0,Fin,2,442,TA,Y,140,60,0,0,,6,2010,WD,Normal,189000
1190,1191,190,RL,,32463,Reg,Low,Inside,Mitchel,Norm,2fmCon,1Story,4,4,1961,1975,Gable,MetalSd,MetalSd,Stone,149.0,TA,Gd,CBlock,TA,TA,Av,BLQ,1159,Unf,0,90,1249,Ex,SBrkr,1622,0,1622,1,1,0,3,TA,7,1,TA,2Types,1975.0,Fin,4,1356,TA,Y,439,0,0,0,,3,2007,WD,Normal,168000
1191,1192,160,FV,24.0,2645,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,8,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,776,776,Ex,SBrkr,764,677,1441,0,2,1,2,Gd,5,0,,Detchd,1999.0,Unf,2,492,TA,Y,206,0,0,0,,11,2007,WD,Normal,174000
1192,1193,50,RM,60.0,9600,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0,Unf,0,702,702,Gd,SBrkr,842,630,1472,0,1,0,3,Gd,6,0,,Detchd,1925.0,Unf,1,250,TA,P,0,0,84,0,GdWo,7,2007,WD,Normal,125000
1193,1194,120,RM,,4500,Reg,Lvl,FR2,Mitchel,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,VinylSd,VinylSd,BrkFace,425.0,TA,TA,PConc,Ex,TA,No,GLQ,883,Unf,0,341,1224,Ex,SBrkr,1224,0,1224,1,2,0,2,TA,5,0,,Attchd,1999.0,Fin,2,402,TA,Y,0,304,0,0,,6,2009,WD,Normal,165000
1194,1195,60,RL,80.0,9364,Reg,Lvl,Corner,Sawyer,Norm,1Fam,2Story,6,7,1969,1969,Gable,HdBoard,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,No,ALQ,371,Unf,0,292,663,TA,SBrkr,663,689,1352,0,1,1,4,TA,7,0,,Attchd,1969.0,Fin,1,299,TA,Y,379,36,0,0,MnPrv,3,2010,WD,Normal,158000
1195,1196,60,RL,51.0,8029,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,Ex,SBrkr,728,728,1456,0,2,1,3,Gd,8,0,,Attchd,2005.0,Fin,2,400,TA,Y,100,24,0,0,,7,2008,WD,Normal,176000
1196,1197,60,RL,58.0,14054,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,879,879,Ex,SBrkr,879,984,1863,0,2,1,4,Gd,9,1,Gd,BuiltIn,2006.0,Fin,3,660,TA,Y,100,17,0,0,,11,2006,New,Partial,219210
1197,1198,75,RM,65.0,8850,IR1,Bnk,Corner,OldTown,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,815,815,Ex,SBrkr,815,875,1690,0,1,0,3,TA,7,1,Gd,Detchd,1916.0,Unf,1,225,TA,Y,0,0,330,0,,7,2006,ConLw,Normal,144000
1198,1199,20,RL,70.0,9100,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2001,2001,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1212,1212,Ex,SBrkr,1212,0,1212,0,2,0,3,Gd,6,0,,Attchd,2001.0,RFn,2,573,TA,Y,356,0,0,0,,6,2009,WD,Normal,178000
1199,1200,20,RL,75.0,11235,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,4,5,1963,1979,Gable,HdBoard,HdBoard,BrkFace,51.0,TA,TA,CBlock,TA,TA,No,Rec,547,Unf,0,504,1051,Gd,SBrkr,1382,0,1382,0,1,1,3,TA,6,1,Po,Attchd,1974.0,Unf,2,459,TA,Y,0,82,0,0,,10,2006,WD,Normal,148000
1200,1201,20,RL,71.0,9353,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,5,1970,1970,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,864,864,Gd,SBrkr,864,0,864,0,1,0,3,TA,5,0,,Attchd,1972.0,Unf,1,280,TA,Y,0,0,0,0,,7,2006,Oth,Abnorml,116050
1201,1202,60,RL,80.0,10400,Reg,Lvl,Corner,CollgCr,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,866,866,Ex,SBrkr,866,913,1779,0,2,1,3,Gd,6,0,,Attchd,1998.0,RFn,2,546,TA,Y,198,36,0,0,,3,2009,WD,Normal,197900
1202,1203,50,RM,50.0,6000,Reg,Lvl,Corner,BrkSide,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,884,884,Ex,SBrkr,884,464,1348,1,1,0,3,TA,5,1,Fa,Detchd,1960.0,Unf,1,216,TA,N,0,0,208,0,,5,2009,WD,Normal,117000
1203,1204,20,RL,75.0,9750,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2000,2001,Gable,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1630,1630,Ex,SBrkr,1630,0,1630,0,2,0,3,Gd,6,1,TA,Attchd,2000.0,Unf,2,451,TA,Y,74,234,0,0,,10,2009,WD,Normal,213000
1204,1205,20,RL,78.0,10140,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,5,6,1975,1975,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,788,Unf,0,268,1056,Ex,SBrkr,1074,0,1074,1,1,1,3,TA,6,0,,Attchd,1975.0,RFn,2,495,TA,Y,0,88,0,0,MnPrv,7,2006,WD,Normal,153500
1205,1206,20,RL,90.0,14684,IR1,Lvl,CulDSac,SawyerW,Norm,1Fam,1Story,7,7,1990,1991,Hip,HdBoard,HdBoard,BrkFace,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485,BLQ,177,1496,2158,Gd,SBrkr,2196,0,2196,0,2,0,3,Gd,7,1,TA,Attchd,1990.0,RFn,3,701,TA,Y,84,70,0,0,,6,2009,WD,Normal,271900
1206,1207,20,RH,,8900,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,4,4,1966,1966,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,1056,Unf,0,0,1056,TA,SBrkr,1056,0,1056,1,1,0,2,TA,5,0,,Detchd,1966.0,Unf,1,384,TA,Y,0,42,0,0,MnPrv,11,2006,WD,Normal,107000
1207,1208,20,RL,70.0,9135,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,340,Unf,0,1342,1682,Ex,SBrkr,1700,0,1700,1,2,0,3,Gd,7,0,,Attchd,2003.0,RFn,2,544,TA,Y,192,23,0,0,,5,2006,WD,Normal,200000
1208,1209,20,RL,70.0,7763,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1962,1980,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,504,BLQ,108,319,931,TA,SBrkr,1283,0,1283,1,1,0,3,TA,6,0,,Detchd,1980.0,Unf,2,506,TA,Y,0,0,0,0,,10,2008,WD,Normal,140000
1209,1210,20,RL,85.0,10182,IR1,Lvl,CulDSac,Somerst,RRNn,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,Stone,420.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1220,Unf,0,440,1660,Ex,SBrkr,1660,0,1660,1,2,0,3,Gd,8,1,Gd,Attchd,2006.0,RFn,2,500,TA,Y,322,50,0,0,,5,2006,New,Partial,290000
1210,1211,60,RL,70.0,11218,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,5,1992,1992,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1055,1055,Ex,SBrkr,1055,790,1845,0,2,1,3,Gd,8,1,TA,Attchd,1992.0,RFn,2,462,TA,Y,635,104,0,0,GdPrv,5,2010,WD,Normal,189000
1211,1212,50,RL,152.0,12134,IR1,Bnk,Inside,Gilbert,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,Wood,Gd,TA,Av,GLQ,427,Unf,0,132,559,Gd,SBrkr,1080,672,1752,0,2,0,4,TA,8,0,,Basment,1988.0,RFn,2,492,TA,Y,325,12,0,0,,6,2010,WD,Normal,164000
1212,1213,30,RL,50.0,9340,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,6,1941,1950,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,344,Unf,0,328,672,TA,SBrkr,672,0,672,1,1,0,2,TA,4,0,,Attchd,1941.0,Unf,1,234,TA,N,0,113,0,0,,8,2009,WD,Normal,113000
1213,1214,80,RL,,10246,IR1,Lvl,CulDSac,Sawyer,Norm,1Fam,SLvl,4,9,1965,2001,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Gd,Av,GLQ,648,Unf,0,0,648,Ex,SBrkr,960,0,960,1,0,0,0,TA,3,0,,Attchd,1965.0,Unf,1,364,TA,Y,88,0,0,0,,5,2006,WD,Normal,145000
1214,1215,85,RL,69.0,10205,IR1,Lvl,Inside,NAmes,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,784,Unf,0,141,925,TA,SBrkr,999,0,999,1,1,0,3,TA,6,0,,Attchd,1962.0,Unf,1,300,TA,Y,150,72,0,0,,5,2006,WD,Normal,134500
1215,1216,20,RL,99.0,7094,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1966,1966,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,180,LwQ,374,340,894,TA,SBrkr,894,0,894,0,1,0,3,TA,5,0,,Detchd,1966.0,RFn,1,384,TA,Y,0,0,0,0,MnPrv,5,2007,WD,Normal,125000
1216,1217,90,RM,68.0,8930,Reg,Lvl,Inside,Sawyer,RRAe,Duplex,1.5Fin,6,5,1978,1978,Gable,VinylSd,VinylSd,None,0.0,TA,TA,Slab,,,,,0,,0,0,0,TA,SBrkr,1318,584,1902,0,2,0,4,TA,8,0,,Attchd,1978.0,Unf,2,539,TA,Y,0,0,0,0,,4,2010,WD,Normal,112000
1217,1218,20,FV,72.0,8640,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2009,2009,Gable,CemntBd,CmentBd,Stone,72.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,936,Unf,0,364,1300,Ex,SBrkr,1314,0,1314,1,2,0,3,Gd,6,0,,Attchd,2009.0,RFn,2,552,TA,Y,135,112,0,0,,9,2009,New,Partial,229456
1218,1219,50,RM,52.0,6240,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,AsbShng,AsbShng,None,0.0,TA,TA,Slab,,,,,0,,0,0,0,Gd,SBrkr,672,240,912,0,1,0,2,TA,3,0,,,,,0,0,,N,0,0,0,0,,7,2006,WD,Normal,80500
1219,1220,160,RM,21.0,1680,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CemntBd,CmentBd,BrkFace,236.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,672,672,TA,SBrkr,672,546,1218,0,1,1,3,TA,7,0,,,,,0,0,,N,201,0,0,0,,4,2006,WD,Abnorml,91500
1220,1221,20,RL,66.0,7800,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1964,1964,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,312,LwQ,600,0,912,TA,SBrkr,912,0,912,0,1,0,2,TA,5,0,,Attchd,1964.0,Unf,1,288,TA,Y,0,0,0,0,,11,2006,WD,Abnorml,115000
1221,1222,20,RL,55.0,8250,Reg,Lvl,Inside,Sawyer,Feedr,1Fam,1Story,5,5,1968,1968,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,250,LwQ,492,210,952,Ex,SBrkr,1211,0,1211,0,1,0,3,TA,5,1,TA,Attchd,1968.0,Unf,1,322,TA,Y,0,63,0,0,,8,2008,WD,Normal,134000
1222,1223,50,RL,78.0,10496,Reg,Lvl,Inside,NAmes,Artery,1Fam,1.5Fin,6,6,1949,1950,Gable,Wd Sdng,Wd Sdng,BrkFace,320.0,TA,TA,CBlock,TA,TA,Mn,Rec,196,Unf,0,844,1040,Ex,SBrkr,1168,678,1846,0,2,0,3,TA,7,1,Gd,Attchd,1949.0,Unf,1,315,TA,Y,0,0,0,0,GdWo,1,2007,WD,Normal,143000
1223,1224,20,RL,89.0,10680,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,3,1951,1951,Hip,Wd Sdng,Wd Sdng,BrkFace,44.0,TA,TA,CBlock,TA,Fa,No,LwQ,756,Unf,0,1380,2136,TA,FuseA,2136,0,2136,0,2,0,4,TA,7,0,,Detchd,1951.0,Unf,2,528,TA,Y,0,30,0,0,MnPrv,10,2006,WD,Normal,137900
1224,1225,60,RL,60.0,15384,IR1,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,724,Unf,0,64,788,Ex,SBrkr,788,702,1490,1,2,1,3,Gd,8,1,Gd,Attchd,2004.0,Fin,2,388,TA,Y,100,75,0,0,,2,2008,WD,Normal,184000
1225,1226,80,RL,65.0,10482,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,6,8,1958,1958,Hip,VinylSd,VinylSd,BrkFace,63.0,TA,Gd,CBlock,TA,TA,Av,GLQ,507,Unf,0,81,588,Ex,SBrkr,1138,0,1138,0,1,0,3,TA,6,0,,Attchd,1958.0,RFn,1,264,TA,Y,224,0,0,0,MnWw,6,2007,WD,Normal,145000
1226,1227,60,RL,86.0,14598,IR1,Lvl,CulDSac,Somerst,Feedr,1Fam,2Story,6,5,2007,2007,Gable,VinylSd,VinylSd,Stone,74.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,894,894,Ex,SBrkr,894,1039,1933,0,2,1,4,Gd,9,1,Gd,BuiltIn,2007.0,Fin,3,668,TA,Y,100,18,0,0,,1,2008,WD,Normal,214000
1227,1228,20,RL,72.0,8872,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,8,1965,2008,Gable,VinylSd,VinylSd,BrkFace,300.0,TA,TA,CBlock,TA,TA,No,ALQ,595,Unf,0,317,912,Ex,SBrkr,912,0,912,1,1,0,2,Gd,5,0,,Detchd,1992.0,Unf,2,576,TA,Y,0,240,0,0,,12,2008,WD,Normal,147000
1228,1229,120,RL,65.0,8769,Reg,Lvl,Corner,NridgHt,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,MetalSd,MetalSd,BrkFace,766.0,Ex,TA,PConc,Ex,TA,No,GLQ,1540,Unf,0,162,1702,Ex,SBrkr,1702,0,1702,1,1,1,1,Ex,7,1,Gd,Attchd,2008.0,Fin,3,1052,TA,Y,0,72,0,224,,10,2008,New,Partial,367294
1229,1230,80,RL,70.0,7910,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,5,1960,1960,Hip,BrkFace,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,666,Unf,0,409,1075,Gd,SBrkr,1507,0,1507,0,2,0,4,TA,7,0,,Basment,1960.0,Unf,1,404,TA,Y,0,0,0,0,GdWo,8,2008,WD,Normal,127000
1230,1231,90,RL,,18890,IR1,Lvl,Inside,Sawyer,Feedr,Duplex,1.5Fin,5,5,1977,1977,Shed,Plywood,Plywood,None,1.0,TA,TA,CBlock,Gd,TA,No,GLQ,498,Rec,211,652,1361,Ex,SBrkr,1361,1259,2620,0,2,2,4,TA,12,1,TA,BuiltIn,1977.0,RFn,2,600,TA,N,155,24,145,0,,8,2007,WD,Normal,190000
1231,1232,90,RL,70.0,7728,Reg,Lvl,Inside,NAmes,Norm,Duplex,SLvl,5,6,1962,1962,Hip,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,803,Unf,0,303,1106,TA,SBrkr,1190,0,1190,1,1,0,3,TA,6,0,,Attchd,1962.0,Unf,2,540,TA,Y,0,18,0,0,GdWo,5,2006,WD,Normal,132500
1232,1233,90,RL,70.0,9842,Reg,Lvl,FR2,NAmes,Norm,Duplex,1Story,4,5,1962,1962,Gable,HdBoard,HdBoard,None,0.0,TA,TA,Slab,,,,,0,,0,0,0,TA,SBrkr,1224,0,1224,0,2,0,2,TA,6,0,,CarPort,1962.0,Unf,2,462,TA,Y,0,0,0,0,,3,2007,WD,Normal,101800
1233,1234,20,RL,,12160,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1959,1959,Hip,Plywood,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,1000,Unf,0,188,1188,Fa,SBrkr,1188,0,1188,1,1,0,3,TA,6,0,,Attchd,1959.0,RFn,2,531,TA,Y,0,0,0,0,MnPrv,5,2010,COD,Abnorml,142000
1234,1235,70,RH,55.0,8525,Reg,Bnk,Inside,SWISU,Norm,1Fam,2Story,5,6,1911,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,Av,Unf,0,Unf,0,940,940,TA,FuseA,1024,940,1964,0,1,1,4,TA,7,0,,,,,0,0,,N,0,192,0,0,,11,2008,WD,Abnorml,130000
1235,1236,70,RL,96.0,13132,Reg,Lvl,Inside,Crawfor,Norm,1Fam,2Story,5,5,1914,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0,Unf,0,747,747,Gd,FuseF,892,892,1784,0,1,1,4,TA,9,0,,Detchd,1914.0,Unf,1,180,Fa,N,203,40,0,0,,7,2006,WD,Normal,138887
1236,1237,160,RL,36.0,2628,Reg,Lvl,Inside,NridgHt,Norm,Twnhs,2Story,7,5,2003,2003,Gable,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,764,764,Ex,SBrkr,764,862,1626,0,2,1,2,Gd,6,0,,BuiltIn,2003.0,RFn,2,474,TA,Y,0,27,0,0,,6,2010,WD,Normal,175500
1237,1238,60,RL,41.0,12393,IR2,Lvl,FR2,CollgCr,Norm,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,847,847,Ex,SBrkr,847,1101,1948,0,2,1,4,Gd,8,1,Gd,BuiltIn,2004.0,Fin,2,434,TA,Y,100,48,0,0,,9,2006,WD,Normal,195000
1238,1239,20,RL,63.0,13072,Reg,Lvl,Inside,SawyerW,RRAe,1Fam,1Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1141,1141,Ex,SBrkr,1141,0,1141,0,1,1,3,TA,6,0,,Detchd,2005.0,Unf,2,484,TA,Y,0,0,0,0,,3,2006,WD,Abnorml,142500
1239,1240,20,RL,64.0,9037,IR1,HLS,Inside,Timber,Norm,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,32.0,Gd,TA,PConc,Gd,TA,Av,GLQ,428,Unf,0,1048,1476,Ex,SBrkr,1484,0,1484,0,2,0,2,Ex,6,1,Gd,Attchd,2006.0,RFn,2,472,TA,Y,120,33,0,0,,12,2007,WD,Normal,265900
1240,1241,60,RL,65.0,8158,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,550,Unf,0,334,884,Ex,SBrkr,884,884,1768,1,2,1,3,Gd,8,0,,Attchd,2003.0,RFn,2,543,TA,Y,0,63,0,0,,7,2008,WD,Normal,224900
1241,1242,20,RL,83.0,9849,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,6,2007,2007,Hip,VinylSd,VinylSd,Stone,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1689,1689,Ex,SBrkr,1689,0,1689,0,2,0,3,Gd,7,0,,Attchd,2007.0,RFn,3,954,TA,Y,0,56,0,0,,6,2007,New,Partial,248328
1242,1243,85,RL,85.0,10625,Reg,Lvl,Inside,NWAmes,Norm,1Fam,SFoyer,7,6,1974,1974,Gable,Plywood,Plywood,BrkFace,81.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,885,LwQ,168,0,1053,TA,SBrkr,1173,0,1173,1,2,0,3,Gd,6,2,TA,Attchd,1974.0,RFn,2,528,TA,Y,0,120,0,0,MnPrv,1,2010,WD,Family,170000
1243,1244,20,RL,107.0,13891,Reg,Lvl,Inside,NridgHt,Norm,1Fam,1Story,10,5,2006,2006,Gable,VinylSd,VinylSd,,,Ex,TA,PConc,Ex,Gd,Gd,GLQ,1386,Unf,0,690,2076,Ex,SBrkr,2076,0,2076,1,2,1,2,Ex,7,1,Gd,Attchd,2006.0,Fin,3,850,TA,Y,216,229,0,0,,9,2006,New,Partial,465000
1244,1245,70,RL,,11435,IR1,HLS,Corner,Crawfor,Norm,1Fam,2Story,8,7,1929,1950,Gable,BrkFace,Stucco,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,792,792,Fa,SBrkr,792,725,1517,0,1,0,3,Gd,7,2,Gd,Detchd,1931.0,Unf,2,400,TA,Y,0,0,0,0,,6,2006,WD,Normal,230000
1245,1246,80,RL,78.0,12090,Reg,Lvl,Inside,NWAmes,Norm,1Fam,SLvl,6,7,1984,2003,Hip,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,585,585,Ex,SBrkr,1140,728,1868,0,3,1,3,TA,7,1,TA,BuiltIn,1984.0,Fin,2,477,TA,Y,268,112,0,147,,1,2007,WD,Abnorml,178000
1246,1247,60,FV,65.0,8125,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,756,756,Ex,SBrkr,756,797,1553,0,2,1,3,Gd,6,0,,Attchd,2005.0,RFn,2,615,TA,Y,0,45,0,0,,3,2006,New,Partial,186500
1247,1248,80,RL,,12328,IR1,Lvl,Inside,Mitchel,Norm,1Fam,SLvl,6,5,1976,1976,Gable,HdBoard,HdBoard,BrkFace,335.0,TA,TA,CBlock,TA,TA,Av,GLQ,539,Unf,0,473,1012,TA,SBrkr,1034,0,1034,1,1,0,3,TA,6,0,,Attchd,1976.0,Unf,3,888,TA,Y,0,0,0,0,,5,2010,WD,Normal,169900
1248,1249,75,RM,60.0,9600,Reg,Lvl,Inside,OldTown,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,319,Unf,0,416,735,Fa,SBrkr,1134,924,2058,0,1,1,3,TA,8,1,Gd,Detchd,1950.0,Unf,2,396,Fa,P,0,0,259,0,,4,2008,WD,Normal,129500
1249,1250,20,RL,60.0,7200,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1950,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,534,Rec,96,246,876,TA,SBrkr,988,0,988,0,1,0,3,TA,6,0,,Attchd,1950.0,Unf,1,276,TA,Y,0,80,0,0,,5,2007,WD,Normal,119000
1250,1251,20,RL,93.0,11160,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,7,5,1968,1968,Hip,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,1065,Unf,0,1045,2110,Ex,SBrkr,2110,0,2110,1,2,1,3,Ex,8,2,TA,Attchd,1968.0,Fin,2,522,TA,Y,0,0,0,0,,4,2010,WD,Normal,244000
1251,1252,120,RL,,3136,IR1,Lvl,Corner,NridgHt,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,VinylSd,Wd Shng,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1405,1405,Ex,SBrkr,1405,0,1405,0,2,0,2,Gd,6,1,Gd,Attchd,2003.0,RFn,2,478,TA,Y,148,36,0,0,,3,2006,WD,Normal,171750
1252,1253,20,RL,62.0,9858,Reg,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,6,1968,1968,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,510,Unf,0,354,864,TA,SBrkr,874,0,874,1,1,0,3,TA,5,0,,Attchd,1968.0,RFn,1,288,TA,Y,33,0,0,0,GdWo,11,2009,WD,Normal,130000
1253,1254,60,RL,,17542,IR1,Lvl,Inside,Veenker,Norm,1Fam,2Story,7,7,1974,2003,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,125,ALQ,1031,36,1192,TA,SBrkr,1516,651,2167,1,2,1,3,Gd,9,2,Gd,Attchd,1974.0,RFn,2,518,TA,Y,220,47,0,0,MnPrv,7,2007,WD,Normal,294000
